Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
large/chunked/read/BArrayMap-32B,1.3503357907925753e-4,1.342664576645574e-4,1.3601303729759162e-4,2.9034795208389515e-6,2.1689939744417555e-6,3.924290524719973e-6
large/chunked/read/UArrayMap-32B,1.2731722316260385e-4,1.2645755414771511e-4,1.2857461157731316e-4,3.5532327321530947e-6,2.880097897802824e-6,4.356420265124651e-6
large/chunked/read/BSparseStore-32B,1.412226546408618e-4,1.4048563618395695e-4,1.4177291360079563e-4,1.9915220457137237e-6,1.4677074069798559e-6,2.7538290540567346e-6
large/chunked/read/USparseStore-32B,1.4275622584143072e-4,1.4236020805974292e-4,1.4325390601960158e-4,1.390915101253336e-6,1.102989626863553e-6,1.7365091361691227e-6
large/chunked/read/BArrayMap-64B,1.3481588494719407e-4,1.3412377575831448e-4,1.3597970262388455e-4,2.9075237698075835e-6,2.038605653986201e-6,4.684159222622238e-6
large/chunked/read/UArrayMap-64B,1.3247622512943245e-4,1.3192243952824534e-4,1.3311694643604238e-4,1.9226389669487766e-6,1.3155445959081396e-6,2.7983583468260084e-6
large/chunked/read/BSparseStore-64B,1.4160563617066367e-4,1.4106494986345877e-4,1.424180302629371e-4,2.174316156809527e-6,1.5656117845024202e-6,2.9705419888787556e-6
large/chunked/read/USparseStore-64B,1.3914981115922955e-4,1.3841557886212e-4,1.3979999480823844e-4,2.3079886899545016e-6,1.6664262048591964e-6,3.1315005814188433e-6
large/random/write/BArrayMap-32B,8.701700816164109e-5,8.672312413400765e-5,8.752940464123759e-5,1.19058345306908e-6,8.954996775696749e-7,1.7450669831166688e-6
large/random/write/UArrayMap-32B,8.992092358735233e-5,8.971877604971009e-5,9.024468420606233e-5,8.637164575341007e-7,6.20342892574576e-7,1.2571888814184163e-6
large/random/write/BSparseStore-32B,1.1247703394666145e-4,1.1215986482683355e-4,1.1300271016711542e-4,1.3459953033636369e-6,9.938758715684704e-7,1.9273661396813716e-6
large/random/write/USparseStore-32B,1.389084187583163e-4,1.385301281998141e-4,1.3953235682978498e-4,1.5767039130945672e-6,1.2171384915606265e-6,2.459443945976345e-6
large/random/write/BArrayMap-64B,1.0333545260226953e-4,1.0299764604478465e-4,1.0393472156634107e-4,1.4311993453198956e-6,1.064538890755359e-6,1.976212046993754e-6
large/random/write/UArrayMap-64B,1.150320214205373e-4,1.1477866225184423e-4,1.1555812133810437e-4,1.164360774739717e-6,6.886460792101996e-7,2.0343379325963016e-6
large/random/write/BSparseStore-64B,1.396684277629468e-4,1.3917320121708626e-4,1.403309545818316e-4,1.953895781527333e-6,1.4581048821593642e-6,2.9215929245464687e-6
large/random/write/USparseStore-64B,1.6252671559833463e-4,1.6217663130496703e-4,1.6305601179051327e-4,1.458365278707277e-6,9.409408935321596e-7,2.1668131378207638e-6
large/random/read/BArrayMap-32B,1.42266350906411e-4,1.4187478125975112e-4,1.428565105334108e-4,1.6740688587226723e-6,1.234877516944591e-6,2.4747213208900373e-6
large/random/read/UArrayMap-32B,1.3340836173205355e-4,1.329272342471767e-4,1.3451606201775516e-4,2.362478767106906e-6,1.316666234507278e-6,4.555497043454476e-6
large/random/read/BSparseStore-32B,1.4374533021589434e-4,1.4327814153040558e-4,1.4444547177763954e-4,1.8993445260647117e-6,1.48921277018689e-6,2.5764530273269274e-6
large/random/read/USparseStore-32B,1.421352301728672e-4,1.4180261073149392e-4,1.4282012582815418e-4,1.489466400485608e-6,7.043548366501046e-7,2.479605123397947e-6
large/random/read/BArrayMap-64B,1.5623038696271042e-4,1.5524514535292957e-4,1.5822911516535018e-4,4.603357687587774e-6,1.959978518361686e-6,7.312778377914286e-6
large/random/read/UArrayMap-64B,1.3353797067786397e-4,1.3309387801698673e-4,1.3440349696973268e-4,1.925633693984158e-6,1.2827720938438014e-6,2.7597887844795797e-6
large/random/read/BSparseStore-64B,1.442010910325616e-4,1.4379805694544588e-4,1.448933115293926e-4,1.734667908972206e-6,1.1959020350581451e-6,2.6871581149255497e-6
large/random/read/USparseStore-64B,1.41414277433176e-4,1.408562746695841e-4,1.4260983693136978e-4,2.556728857086186e-6,1.4580267163914884e-6,4.46862245791534e-6
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
linear/write/Map,2.2875030658291303e-4,2.2832219409147224e-4,2.2944986657047977e-4,1.879909695808611e-6,1.3260824218264176e-6,3.1789089686053144e-6
linear/write/Cache-16384,4.028516420855297e-5,4.006775777024178e-5,4.054932729893039e-5,8.361185147939111e-7,7.058445264650308e-7,1.1667219223576396e-6
linear/write/ArrayMapB,7.164034564170009e-5,7.101233209780149e-5,7.225697878133046e-5,2.135371900515786e-6,1.8985230125858683e-6,2.415848501621651e-6
linear/write/ArrayMapU,6.651784239774244e-5,6.596526870286971e-5,6.698416412375732e-5,1.7279966934252923e-6,1.5142004368438103e-6,2.0419995744483286e-6
linear/write/BChunkStore,8.469066571059868e-5,8.430442802803764e-5,8.516466421713523e-5,1.512043851431171e-6,1.2134150261837727e-6,2.0685467807981876e-6
linear/write/UChunkStore,7.76135025716841e-5,7.691848988622224e-5,7.837168007388944e-5,2.2696042312728298e-6,1.940018533174221e-6,2.792698518196385e-6
linear/write/BSparseStore,1.0072823874010409e-4,1.0012048659738567e-4,1.0136481917244975e-4,2.046252439354244e-6,1.6954357563012157e-6,2.4363895033880917e-6
linear/write/USparseStore,1.1056003614461772e-4,1.0992928743006176e-4,1.1145970625785896e-4,2.45155277676287e-6,1.8607734878765558e-6,3.7853669038735147e-6
linear/read/Map,3.95226617896256e-4,3.9280783734442433e-4,3.987502013409089e-4,9.394152666240544e-6,6.3603589740986604e-6,1.2738663917977121e-5
linear/read/Cache-16384,1.2339955055692573e-4,1.2266119586046295e-4,1.2413014911484975e-4,2.5228077470090633e-6,1.8617059408604674e-6,3.350418163404489e-6
linear/read/ArrayMapB,1.2081021985584514e-4,1.1970750172529125e-4,1.2173039796339579e-4,3.2342823513718573e-6,2.4271523268512612e-6,4.570805791468644e-6
linear/read/ArrayMapU,2.4487642494384123e-5,2.4394277563418176e-5,2.4709596350656597e-5,4.573703463671938e-7,2.6972043435667323e-7,8.263512215957275e-7
linear/read/BChunkStore,2.177701590270024e-4,2.1700128025764734e-4,2.189144981315248e-4,3.1678243980447206e-6,2.021208840101277e-6,4.656781245313205e-6
linear/read/UChunkStore,2.4644454832381535e-4,2.4538680976011156e-4,2.4784871363608865e-4,4.064480777953998e-6,3.0935935239079742e-6,6.089932818406195e-6
linear/read/BSparseStore,1.2861459038637107e-4,1.2795336486787199e-4,1.2957193838344943e-4,2.649313605595073e-6,1.9032846328320083e-6,3.5171918552724195e-6
linear/read/USparseStore,3.8255686871839116e-5,3.807016038354826e-5,3.8528647976557435e-5,7.917109193359353e-7,5.272229015379698e-7,1.3282400853733665e-6
chunked/write/Map,2.3358032781229312e-4,2.3278695940410614e-4,2.345895454759478e-4,2.9973047029389157e-6,2.4713769523185517e-6,3.6580673820190864e-6
chunked/write/Cache-16384,1.6528952701547924e-4,1.6458498145711657e-4,1.6625626552611844e-4,2.8400117683561497e-6,2.350094354102301e-6,3.83752308389407e-6
chunked/write/ArrayMapB,1.5609804323996835e-4,1.5551328093310054e-4,1.5704202368072676e-4,2.376836605266375e-6,1.5149289326406722e-6,3.7228961570655535e-6
chunked/write/ArrayMapU,7.224310752332017e-5,7.192619846704553e-5,7.268943526287973e-5,1.2550075471274723e-6,8.40890638728436e-7,2.1024732104703928e-6
chunked/write/BChunkStore,8.427456549992868e-5,8.394033334251974e-5,8.498552097607292e-5,1.565455567828415e-6,9.534725689930338e-7,2.754857169868492e-6
chunked/write/UChunkStore,7.587082508807588e-5,7.556378714163507e-5,7.654403425082607e-5,1.4635055743679826e-6,9.038145276701212e-7,2.4551031653428937e-6
chunked/write/BSparseStore,1.1026737883477096e-4,1.0965655681464e-4,1.1099955326823626e-4,2.2548785186386476e-6,1.9634798181974423e-6,2.6190526025373194e-6
chunked/write/USparseStore,1.2026110417658756e-4,1.1978652618221196e-4,1.2089182951330824e-4,1.793970329327863e-6,1.2912310833286778e-6,2.5617030121183384e-6
chunked/read/Map,3.919026914769369e-4,3.903078412100238e-4,3.9407620079230594e-4,5.870912608022044e-6,4.3369485555758e-6,8.080621467574571e-6
chunked/read/Cache-16384,2.4622111313156626e-4,2.4478731887753565e-4,2.4829449140067414e-4,5.920747808280666e-6,4.489987111804807e-6,7.67699571962268e-6
chunked/read/ArrayMapB,1.232348178444703e-4,1.2273021218351388e-4,1.2395253806020016e-4,2.0620075505159184e-6,1.5558300173991504e-6,3.0158796988947265e-6
chunked/read/ArrayMapU,2.581088549625286e-5,2.5707156306569643e-5,2.6033888231064725e-5,4.571663128776996e-7,3.259922628706135e-7,7.625604837371203e-7
chunked/read/BChunkStore,2.161596476231081e-4,2.154116563953516e-4,2.170383130411267e-4,2.7752476070905424e-6,2.189283661492233e-6,3.827391377549637e-6
chunked/read/UChunkStore,2.4563984865509934e-4,2.4425363936562364e-4,2.4680293920443836e-4,4.148617596149999e-6,3.3776492153240947e-6,5.310263983259465e-6
chunked/read/BSparseStore,1.2783498747032755e-4,1.2747598435116408e-4,1.2839791386017315e-4,1.5923042810275285e-6,9.656271976454156e-7,2.5495924759406822e-6
chunked/read/USparseStore,3.7725677505374314e-5,3.759405142766579e-5,3.7941245311097114e-5,5.185700650937042e-7,3.5721205874392395e-7,7.48678915365245e-7
random/write/Map,1.0721969874646384e-3,1.0669602509486204e-3,1.0788897126663408e-3,1.9479060747956806e-5,1.5578288091613983e-5,2.4588477563581798e-5
random/write/Cache-16384,5.727455059340542e-5,5.7104640163718057e-5,5.769308526333543e-5,8.32326227338225e-7,3.8005897563772774e-7,1.502601080816098e-6
random/write/ArrayMapB,6.872303210354713e-5,6.848952416811858e-5,6.915769561076434e-5,1.042079863838652e-6,5.825622603054735e-7,1.8602851142572625e-6
random/write/ArrayMapU,6.750430695619711e-5,6.668850284212698e-5,6.962237625429979e-5,4.266298746687894e-6,1.991230479313876e-6,8.262328090664027e-6
random/write/BChunkStore,1.5767667659102988e-4,1.563368686293455e-4,1.5907427712778276e-4,4.757210881112067e-6,4.189826795987565e-6,5.506917646237182e-6
random/write/UChunkStore,1.4910178325319687e-4,1.474054995865761e-4,1.5084418733993905e-4,5.991687315326614e-6,5.019827931147301e-6,7.778084413226408e-6
random/write/BSparseStore,1.0110397933655548e-4,1.0036760225969311e-4,1.0216458634034441e-4,2.9131024036488734e-6,2.134499429488485e-6,4.4634803578981416e-6
random/write/USparseStore,1.1120762145881162e-4,1.1058827492162036e-4,1.121431096570748e-4,2.461251386936119e-6,1.790814972918961e-6,3.38470747751687e-6
random/read/Map,6.745111257540153e-4,6.691746118379205e-4,6.797569975992999e-4,1.786120114972217e-5,1.4778770541197916e-5,2.2496701347404902e-5
random/read/Cache-16384,1.370799657374308e-4,1.3607230718631745e-4,1.3831745185076551e-4,3.900527509611009e-6,3.1666464496873623e-6,5.416081554001729e-6
random/read/ArrayMapB,1.272437775223676e-4,1.2631435294597798e-4,1.282756836508915e-4,3.1466303768031623e-6,2.576862907471182e-6,3.832399201815248e-6
random/read/ArrayMapU,3.0036915768484063e-5,2.977545976783213e-5,3.0468039725370915e-5,1.1446472044055098e-6,7.202908782794581e-7,1.5575828511981092e-6
random/read/BChunkStore,2.2342144031836766e-4,2.2248899201552676e-4,2.2446567619994624e-4,3.468404561924982e-6,2.8328863703636756e-6,4.490582181613992e-6
random/read/UChunkStore,2.591163454663548e-4,2.5692955227731094e-4,2.61599064271324e-4,8.107001952111196e-6,6.924418104762236e-6,9.864989597960259e-6
random/read/BSparseStore,1.3255263169877253e-4,1.3171503836300702e-4,1.3362462000622108e-4,3.201574455169027e-6,2.5807398461702066e-6,4.698102385511259e-6
random/read/USparseStore,3.925102453397417e-5,3.9066122178273624e-5,3.9525880831287885e-5,7.828861248015947e-7,5.984108875598262e-7,1.150600645018239e-6
large/linear/write/ArrayMapB-32B,8.607096654434668e-5,8.534196842405657e-5,8.694838288181834e-5,2.761770230059214e-6,2.267646516531269e-6,3.3118261456259625e-6
large/linear/write/ArrayMapU-32B,9.390740879638424e-5,9.331730203261817e-5,9.458864401747522e-5,2.132701072772548e-6,1.8699674334876907e-6,2.4883702496021106e-6
large/linear/write/BSparseStore-32B,1.2247566423552288e-4,1.2128283019137273e-4,1.238916153620682e-4,4.539526427563228e-6,3.7932422682649633e-6,5.342324039074638e-6
large/linear/write/USparseStore-32B,1.4114432066771832e-4,1.4013779515454518e-4,1.4221895493353229e-4,3.688576270110038e-6,3.119159458980203e-6,5.111817823424684e-6
large/linear/write/ArrayMapB-64B,1.006720876286284e-4,1.0011555774422565e-4,1.0144808642895746e-4,2.122024243482712e-6,1.6285949567361744e-6,2.6176544663412854e-6
large/linear/write/ArrayMapU-64B,1.1981880960207068e-4,1.1924642485029446e-4,1.2061296724671801e-4,2.2509216320136127e-6,1.838228859253486e-6,3.145485912721271e-6
large/linear/write/BSparseStore-64B,1.422998275157065e-4,1.4130294129104378e-4,1.4362613917669398e-4,3.630692309679052e-6,2.7458188964779785e-6,4.745902556248744e-6
large/linear/write/USparseStore-64B,1.6754525447276565e-4,1.666830783217295e-4,1.6890211052911002e-4,3.6358742127073304e-6,2.7151085098362743e-6,5.454173597092196e-6
large/linear/read/ArrayMapB-32B,1.3522587928113414e-4,1.348228675532527e-4,1.3577698828610074e-4,1.5703590765155208e-6,1.147054955322428e-6,2.2618166409792966e-6
large/linear/read/ArrayMapU-32B,1.3329169607734502e-4,1.3207915686978106e-4,1.3431700577100928e-4,3.733402882264617e-6,3.1494116854626505e-6,4.494509699478788e-6
large/linear/read/BSparseStore-32B,1.4893052698857498e-4,1.470610987348005e-4,1.5129138254014963e-4,7.496722483224269e-6,5.780839057591378e-6,1.0089154541002956e-5
large/linear/read/USparseStore-32B,1.4665677337589596e-4,1.4518344367024793e-4,1.4834030417781418e-4,5.258501572478657e-6,4.600974182322629e-6,6.1034288041497696e-6
large/linear/read/ArrayMapB-64B,1.3842866698529822e-4,1.3746768368091923e-4,1.395484507230056e-4,3.3994775372490357e-6,2.685992262270758e-6,4.336766671016995e-6
large/linear/read/ArrayMapU-64B,1.3169986091541902e-4,1.3077924602336726e-4,1.3245742770674564e-4,2.9176042198227527e-6,2.373214184051151e-6,3.617891200304789e-6
large/linear/read/BSparseStore-64B,1.4485615192485227e-4,1.4430524816326105e-4,1.4557139103804878e-4,2.0245781649921467e-6,1.5909005188217434e-6,2.6360770993298335e-6
large/linear/read/USparseStore-64B,1.3878372406923696e-4,1.3782830008518494e-4,1.3953694729891317e-4,2.8683825891077873e-6,2.3389427537613824e-6,3.66430155780828e-6
large/chunked/write/ArrayMapB-32B,1.9289286717275598e-4,1.9216951940999143e-4,1.9417079702667124e-4,3.1742130955100458e-6,1.9676413053204125e-6,5.511411766987597e-6
large/chunked/write/ArrayMapU-32B,1.6397781860849327e-4,1.6322445266505085e-4,1.6484868994965662e-4,2.5652156300500387e-6,2.1117562640605895e-6,3.3205235893009272e-6
large/chunked/write/BSparseStore-32B,1.1514368254387279e-4,1.1442355438457858e-4,1.1601833382512442e-4,2.6547219772108877e-6,2.18980889772718e-6,3.4363321566276834e-6
large/chunked/write/USparseStore-32B,1.4826964816956378e-4,1.4784010307364103e-4,1.4890038372580673e-4,1.6938675973015148e-6,1.282579058005676e-6,2.4580993685806822e-6
large/chunked/write/ArrayMapB-64B,2.1372866134584904e-4,2.127424144134731e-4,2.1506427207604076e-4,3.953482680159567e-6,3.404949455654826e-6,4.8634568026432376e-6
large/chunked/write/ArrayMapU-64B,9.019286804974742e-4,8.955133857243828e-4,9.102080391411445e-4,2.3803323121024724e-5,1.6681475361018027e-5,3.770455986985805e-5
large/chunked/write/BSparseStore-64B,1.2137957338050709e-4,1.2010541975197081e-4,1.230380462777989e-4,4.661602583712499e-6,3.8615346908523375e-6,5.5514869210323274e-6
large/chunked/write/USparseStore-64B,1.868734907654118e-4,1.8578323163085728e-4,1.878961325204264e-4,3.586920589856828e-6,2.9430977590318284e-6,4.624591866560259e-6
large/chunked/read/ArrayMapB-32B,1.3801623695150638e-4,1.3667146327952362e-4,1.3933380135469788e-4,4.9106606610847064e-6,4.2307666770428695e-6,5.837139558425621e-6
large/chunked/read/ArrayMapU-32B,1.3199886965633168e-4,1.3088388594554331e-4,1.331290383215575e-4,3.7430166565829593e-6,3.1838647489443195e-6,4.763323904957424e-6
large/chunked/read/BSparseStore-32B,1.477525150901792e-4,1.458965579816503e-4,1.5005030410115475e-4,7.026600178065179e-6,5.629388853206321e-6,1.0056926823297197e-5
large/chunked/read/USparseStore-32B,1.4936933421793076e-4,1.4779592136789663e-4,1.508177415180043e-4,5.262224031872744e-6,4.681553919395053e-6,5.890986199152969e-6
large/chunked/read/ArrayMapB-64B,1.4109466002640438e-4,1.3912219944008e-4,1.4340754304486135e-4,7.608496723776053e-6,6.858300943787784e-6,8.398095621352192e-6
large/chunked/read/ArrayMapU-64B,1.316795574620991e-4,1.3079294762968982e-4,1.3257804985731714e-4,2.9631614040201336e-6,2.3080586847185296e-6,3.848015228053542e-6
large/chunked/read/BSparseStore-64B,1.4527634434158488e-4,1.443605116692e-4,1.4645281805936438e-4,3.4442595622417325e-6,2.713405984998945e-6,4.303457281338802e-6
large/chunked/read/USparseStore-64B,1.3706058280095202e-4,1.35855816806079e-4,1.3923456345462965e-4,5.278833192306227e-6,3.5741396958999233e-6,7.969239525722998e-6
large/random/write/ArrayMapB-32B,8.7572969689937e-5,8.709027076387529e-5,8.876002642277915e-5,2.306708983013245e-6,1.1078143080527293e-6,3.792729983489241e-6
large/random/write/ArrayMapU-32B,9.425286899978537e-5,9.368814627730764e-5,9.475253738155227e-5,1.7130657300242124e-6,1.387263317546047e-6,2.1363636215057664e-6
large/random/write/BSparseStore-32B,1.2132100552337012e-4,1.1934925720802959e-4,1.2349911322970887e-4,7.067150004164257e-6,6.230543164991346e-6,8.309927575229462e-6
large/random/write/USparseStore-32B,1.4224187551911525e-4,1.4113334376430903e-4,1.4349655580501563e-4,3.8387550528321205e-6,3.3329802117454487e-6,4.405278156202468e-6
large/random/write/ArrayMapB-64B,1.0624515488143615e-4,1.0524735928856354e-4,1.0771135707907228e-4,3.9364927889376655e-6,2.585119909010229e-6,5.562335732695556e-6
large/random/write/ArrayMapU-64B,1.187278202161107e-4,1.1816319445039687e-4,1.1959775139476924e-4,2.41336777425763e-6,1.7154264260320287e-6,3.82894265113071e-6
large/random/write/BSparseStore-64B,1.4391525875737427e-4,1.4230639995576014e-4,1.45808698334838e-4,5.684463590297025e-6,3.9786292098260705e-6,7.802739707786401e-6
large/random/write/USparseStore-64B,1.651657961018779e-4,1.6472675105218534e-4,1.6581766766386025e-4,1.8087387684358499e-6,1.2197946612347693e-6,2.9854387907350058e-6
large/random/read/ArrayMapB-32B,1.5516850697070407e-4,1.5339776581999574e-4,1.5702047179145832e-4,6.359394596570193e-6,5.4242076245952924e-6,7.703523362381008e-6
large/random/read/ArrayMapU-32B,1.3474146949248026e-4,1.3356975493593632e-4,1.358500196207443e-4,3.802045175288787e-6,3.058093175367692e-6,4.698278835448076e-6
large/random/read/BSparseStore-32B,1.4230404330438476e-4,1.4177529393394602e-4,1.4313041419600244e-4,2.258186512652901e-6,1.5804771963095425e-6,3.5215283797554024e-6
large/random/read/USparseStore-32B,1.4478950681500127e-4,1.440162771229965e-4,1.4608297123012894e-4,3.0732078713544387e-6,2.5260382318474924e-6,3.7515137098378618e-6
large/random/read/ArrayMapB-64B,1.568623389532313e-4,1.5554751507451946e-4,1.585957746357536e-4,4.956655660767045e-6,3.7682006425235568e-6,6.81044121723086e-6
large/random/read/ArrayMapU-64B,1.3460106777008824e-4,1.3276147847712395e-4,1.3640923922478672e-4,5.828884530329205e-6,5.026048776357435e-6,6.655579425928852e-6
large/random/read/BSparseStore-64B,1.468248106555388e-4,1.4623107918202124e-4,1.4786913226995385e-4,2.621953544573141e-6,1.8508596683138322e-6,4.376747079559309e-6
large/random/read/USparseStore-64B,1.413660883177629e-4,1.4069971640635903e-4,1.4209850029469026e-4,2.1807643305967257e-6,1.690228473676852e-6,2.927451351074925e-6
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
linear/write/Map,2.2948238286569781e-4,2.2882170968259143e-4,2.3032180254702248e-4,2.4777240853145584e-6,1.7518579881054272e-6,3.717055077647811e-6
linear/write/Cache-16384,4.004109479598468e-5,3.9795678904500815e-5,4.039312684840701e-5,9.746602552260721e-7,7.692209805515918e-7,1.1795269741855577e-6
linear/write/ArrayMapB,7.052417748454216e-5,7.009987848214442e-5,7.094959883018202e-5,1.3590417721201285e-6,1.1522270734961263e-6,1.6424239936751005e-6
linear/write/ArrayMapU,6.473480366220798e-5,6.452490401547962e-5,6.510354535934727e-5,9.171378358678505e-7,6.103023334078523e-7,1.4392780264921772e-6
linear/write/ChunkStoreB,8.519510882404748e-5,8.467280583578508e-5,8.578054989699688e-5,1.8623922228393013e-6,1.5329612356723037e-6,2.28949965917239e-6
linear/write/ChunkStoreU,7.535693008402912e-5,7.509841687333984e-5,7.575885416143344e-5,1.0946774882508873e-6,8.299149932725982e-7,1.4226875516158133e-6
linear/write/SparseStoreB,9.930447491393428e-5,9.89662711596669e-5,9.99708886614339e-5,1.4094903878460957e-6,9.537607498205588e-7,2.083914026149037e-6
linear/write/SparseStoreU,1.1032333323369196e-4,1.0996411974228521e-4,1.107619523459522e-4,1.3883184473117947e-6,1.1001835979899466e-6,1.886225916671301e-6
linear/read/Map,4.206309326668998e-4,4.1387057762174963e-4,4.284782328434616e-4,2.590348109956812e-5,2.039299396959568e-5,4.0272431182255065e-5
linear/read/Cache-16384,1.2508829976059583e-4,1.241894358027059e-4,1.26115243998639e-4,3.4336951279899995e-6,2.8671699141798477e-6,4.127808582571587e-6
linear/read/ArrayMapB,1.2024400839187068e-4,1.1963027174403098e-4,1.2084739982979018e-4,1.972896587637956e-6,1.6766590742425838e-6,2.446986772443859e-6
linear/read/ArrayMapU,2.223733046828924e-5,2.2051208751671584e-5,2.2463224392859432e-5,6.72157609805547e-7,5.010468088350266e-7,9.845689024478241e-7
linear/read/ChunkStoreB,2.1705293927264138e-4,2.1628728015508398e-4,2.1850598693535787e-4,3.5341069885389223e-6,2.135867616949488e-6,6.013642487892771e-6
linear/read/ChunkStoreU,2.452357597912512e-4,2.4369042744553537e-4,2.473969165732031e-4,5.9883812457620245e-6,4.35326649874196e-6,8.541928448772608e-6
linear/read/SparseStoreB,1.290023605336564e-4,1.2798290890200304e-4,1.3015636683962552e-4,3.5714740322422004e-6,2.9800866422271515e-6,4.517128637045944e-6
linear/read/SparseStoreU,3.7537886558406505e-5,3.744450147661229e-5,3.773101571560114e-5,4.0796395943184505e-7,2.3175258206987706e-7,7.231904829981776e-7
chunked/write/Map,2.3045095396536828e-4,2.2982112154492767e-4,2.3172580934628797e-4,2.805122398300634e-6,1.4339737432633227e-6,4.7882325771685935e-6
chunked/write/Cache-16384,1.6327438915851385e-4,1.62799311967055e-4,1.639964800360534e-4,1.870272496647344e-6,1.1996331178095715e-6,3.188031520802932e-6
chunked/write/ArrayMapB,1.5663106477418912e-4,1.5621037286719927e-4,1.5762175564776063e-4,2.0613702723396577e-6,1.017950769775128e-6,4.155432025770533e-6
chunked/write/ArrayMapU,7.297299181907466e-5,7.272694497727482e-5,7.349095082765e-5,1.1444881555445667e-6,7.051222958000547e-7,2.011388543073321e-6
chunked/write/ChunkStoreB,8.412242617430569e-5,8.380711647075404e-5,8.450793721544819e-5,1.2137013838443734e-6,1.008995362454368e-6,1.5286703740130216e-6
chunked/write/ChunkStoreU,7.544279882491865e-5,7.527793045450652e-5,7.57386602868063e-5,7.469376399673729e-7,4.467866448099018e-7,1.2246304627865733e-6
chunked/write/SparseStoreB,1.0823656059375788e-4,1.0794435581853713e-4,1.0864419214069826e-4,1.1476714686955569e-6,8.486383709950486e-7,1.5105855152843708e-6
chunked/write/SparseStoreU,1.2033864643038064e-4,1.1998079310189781e-4,1.210041039906719e-4,1.4828625987443023e-6,8.759736134263866e-7,2.5288120478753175e-6
chunked/read/Map,3.9531009965322877e-4,3.926230932042192e-4,3.9843098100500647e-4,1.0077113508017376e-5,8.455444316863085e-6,1.2328858078858777e-5
chunked/read/Cache-16384,2.474370910662611e-4,2.4643195287397555e-4,2.4925393170903914e-4,4.273510159798381e-6,3.3337040814923127e-6,6.437160668209783e-6
chunked/read/ArrayMapB,1.2091587495330426e-4,1.2024741075035073e-4,1.2167057511801778e-4,2.4683495800908007e-6,1.9496983122456645e-6,3.2463519735578005e-6
chunked/read/ArrayMapU,2.4447560276535868e-5,2.4234472361325526e-5,2.4964088557457652e-5,1.0284571503600173e-6,5.577056006558139e-7,1.8915262406390302e-6
chunked/read/ChunkStoreB,2.1608730619676915e-4,2.1541607292171938e-4,2.1711106179052805e-4,2.7933954857045284e-6,1.7917883019929972e-6,4.407819600686511e-6
chunked/read/ChunkStoreU,2.459734393985211e-4,2.45072576501982e-4,2.4864622137632395e-4,4.727711777344171e-6,2.233782477689573e-6,8.887461584934791e-6
chunked/read/SparseStoreB,1.2605925655108022e-4,1.2560418460288983e-4,1.265100519534165e-4,1.5762479369515779e-6,1.0621300687407055e-6,2.3879642960067567e-6
chunked/read/SparseStoreU,3.781173065931818e-5,3.7705309882816855e-5,3.7996698404643864e-5,4.4461779069257294e-7,3.134016019678603e-7,6.45850312218748e-7
random/write/Map,1.0642462544546486e-3,1.0602803000949556e-3,1.0701097653077404e-3,1.6698885435947467e-5,1.12343152640863e-5,2.8435216531863865e-5
random/write/Cache-16384,5.697618115420027e-5,5.6807282661810286e-5,5.728630097835043e-5,7.262115403207072e-7,4.71943444006003e-7,1.2406601683149967e-6
random/write/ArrayMapB,6.858882834505702e-5,6.842913062723598e-5,6.884759693274938e-5,6.74609902066976e-7,4.930831496879339e-7,8.973135144333723e-7
random/write/ArrayMapU,6.651175542602736e-5,6.592714380051049e-5,6.735458166823992e-5,2.3064108767046506e-6,1.7847083200083538e-6,2.999007044818302e-6
random/write/ChunkStoreB,1.5425087444774363e-4,1.534187735412888e-4,1.5528894237832458e-4,3.152720412987952e-6,2.5792243954015075e-6,3.943404145067949e-6
random/write/ChunkStoreU,1.4449310093946305e-4,1.4381047356635626e-4,1.4553750824208416e-4,2.775835058757966e-6,2.1780985621158987e-6,3.55035789052888e-6
random/write/SparseStoreB,9.974825953848805e-5,9.943245175759602e-5,1.0020236036908814e-4,1.2854816595887746e-6,8.854553136365546e-7,1.9045770132895797e-6
random/write/SparseStoreU,1.0897040230669528e-4,1.0863289690981172e-4,1.0955067204757164e-4,1.398395655285178e-6,9.968633273625953e-7,1.9689890964873137e-6
random/read/Map,6.703871964681221e-4,6.622861361370965e-4,6.804356297944743e-4,2.9383698759705703e-5,2.4510976328506788e-5,3.459300362354765e-5
random/read/Cache-16384,1.328251980707484e-4,1.3204804943956437e-4,1.335762729658758e-4,2.5859348588329334e-6,2.0185135838975285e-6,3.362258941098328e-6
random/read/ArrayMapB,1.2635396762329776e-4,1.254968891982502e-4,1.2734008971508322e-4,3.0474062877736264e-6,2.509624601611306e-6,4.1472862518170025e-6
random/read/ArrayMapU,2.8252436730709746e-5,2.8094279094097645e-5,2.8508950459934595e-5,6.61635911652681e-7,4.6316206903877724e-7,9.466875088122521e-7
random/read/ChunkStoreB,2.249744894441952e-4,2.2432379361902e-4,2.2614982526495122e-4,2.8283645853008704e-6,1.8431289008527223e-6,4.7727518628245115e-6
random/read/ChunkStoreU,2.5383779987020916e-4,2.5249958545952396e-4,2.552595698474098e-4,4.475338385262008e-6,3.7417129976406226e-6,5.804450926938237e-6
